,level_0,neighborhood,year,month_index,Score,lat,lon
1274,1274,90502,2021,B,58201,33.8286,-118.292
1275,1275,90502,2021,C,94651,33.8286,-118.292
1276,1276,90502,2021,D,88583,33.8286,-118.292
1277,1277,90502,2022,A,106061,33.8286,-118.292
1278,1278,90502,2022,B,111140,33.8286,-118.292
1279,1279,90502,2022,C,148364,33.8286,-118.292
1280,1280,90502,2022,D,106431,33.8286,-118.292
1281,1281,90502,2023,A,99671,33.8286,-118.292
1282,1282,90504,2020,A,40,33.8708,-118.3295
1283,1283,90504,2020,B,20350,33.8708,-118.3295
1284,1284,90504,2021,A,400,33.8708,-118.3295
1285,1285,90504,2021,B,5200,33.8708,-118.3295
1286,1286,90504,2021,C,800,33.8708,-118.3295
1287,1287,90504,2021,D,18400,33.8708,-118.3295
1288,1288,90504,2022,A,22000,33.8708,-118.3295
1289,1289,90504,2022,B,35600,33.8708,-118.3295
1290,1290,90504,2022,C,2000,33.8708,-118.3295
1291,1291,90504,2022,D,23200,33.8708,-118.3295
1292,1292,90504,2023,A,5000,33.8708,-118.3295
1293,1293,90505,2020,A,36202,33.8106,-118.3507
1294,1294,90505,2020,B,50400,33.8106,-118.3507
1295,1295,90505,2020,C,17800,33.8106,-118.3507
1296,1296,90505,2020,D,2150,33.8106,-118.3507
1297,1297,90505,2021,A,52721,33.8106,-118.3507
1298,1298,90505,2021,B,84800,33.8106,-118.3507
1299,1299,90505,2021,C,46241,33.8106,-118.3507
1300,1300,90505,2021,D,22402,33.8106,-118.3507
1301,1301,90505,2022,A,28160,33.8106,-118.3507
1302,1302,90505,2022,B,56080,33.8106,-118.3507
1303,1303,90505,2022,C,49961,33.8106,-118.3507
1304,1304,90505,2022,D,25802,33.8106,-118.3507
1305,1305,90505,2023,A,2040,33.8106,-118.3507
1306,1306,90710,2020,A,819123,33.797,-118.2991
1307,1307,90710,2020,B,1138390,33.797,-118.2991
1308,1308,90710,2020,C,1080534,33.797,-118.2991
1309,1309,90710,2020,D,924881,33.797,-118.2991
1310,1310,90710,2021,A,1103518,33.797,-118.2991
1311,1311,90710,2021,B,1171947,33.797,-118.2991
1312,1312,90710,2021,C,877248,33.797,-118.2991
1313,1313,90710,2021,D,1107777,33.797,-118.2991
1314,1314,90710,2022,A,1210373,33.797,-118.2991
1315,1315,90710,2022,B,978871,33.797,-118.2991
1316,1316,90710,2022,C,1171838,33.797,-118.2991
1317,1317,90710,2022,D,971904,33.797,-118.2991
1318,1318,90710,2023,A,897584,33.797,-118.2991
1319,1319,90717,2020,A,143201,33.7938,-118.3172
1320,1320,90717,2020,B,64480,33.7938,-118.3172
1321,1321,90717,2020,C,22200,33.7938,-118.3172
1322,1322,90717,2020,D,19560,33.7938,-118.3172
1323,1323,90717,2021,A,60202,33.7938,-118.3172
1324,1324,90717,2021,B,52200,33.7938,-118.3172
1325,1325,90717,2021,C,22401,33.7938,-118.3172
1326,1326,90717,2021,D,23400,33.7938,-118.3172
1327,1327,90717,2022,A,17481,33.7938,-118.3172
1328,1328,90717,2022,B,81,33.7938,-118.3172
1329,1329,90717,2022,C,6602,33.7938,-118.3172
1330,1330,90717,2022,D,2200,33.7938,-118.3172
1331,1331,90717,2023,A,126600,33.7938,-118.3172
1332,1332,90731,2020,A,2009383,33.7339,-118.2914
1333,1333,90731,2020,B,1892710,33.7339,-118.2914
1334,1334,90731,2020,C,1639818,33.7339,-118.2914
1335,1335,90731,2020,D,1726218,33.7339,-118.2914
1336,1336,90731,2021,A,1995087,33.7339,-118.2914
1337,1337,90731,2021,B,1949593,33.7339,-118.2914
1338,1338,90731,2021,C,2114431,33.7339,-118.2914
1339,1339,90731,2021,D,2182314,33.7339,-118.2914
1340,1340,90731,2022,A,2235101,33.7339,-118.2914
1341,1341,90731,2022,B,2495929,33.7339,-118.2914
1342,1342,90731,2022,C,2503294,33.7339,-118.2914
1343,1343,90731,2022,D,2103786,33.7339,-118.2914
1344,1344,90731,2023,A,1481143,33.7339,-118.2914
1345,1345,90732,2020,A,425882,33.742,-118.3121
1346,1346,90732,2020,B,437579,33.742,-118.3121
1347,1347,90732,2020,C,160566,33.742,-118.3121
1348,1348,90732,2020,D,323398,33.742,-118.3121
1349,1349,90732,2021,A,404108,33.742,-118.3121
1350,1350,90732,2021,B,462669,33.742,-118.3121
1351,1351,90732,2021,C,418678,33.742,-118.3121
1352,1352,90732,2021,D,584325,33.742,-118.3121
1353,1353,90732,2022,A,604895,33.742,-118.3121
1354,1354,90732,2022,B,422650,33.742,-118.3121
1355,1355,90732,2022,C,685044,33.742,-118.3121
1356,1356,90732,2022,D,396321,33.742,-118.3121
1357,1357,90732,2023,A,478602,33.742,-118.3121
1358,1358,90733,2020,A,1400,33.7866,-118.2987
1359,1359,90733,2020,B,1000,33.7866,-118.2987
1360,1360,90733,2020,C,15000,33.7866,-118.2987
1361,1361,90733,2021,A,2001,33.7866,-118.2987
1362,1362,90733,2021,B,24001,33.7866,-118.2987
1363,1363,90733,2021,C,5800,33.7866,-118.2987
1364,1364,90733,2021,D,8600,33.7866,-118.2987
1365,1365,90733,2022,A,1400,33.7866,-118.2987
1366,1366,90733,2022,B,7200,33.7866,-118.2987
1367,1367,90733,2022,C,800,33.7866,-118.2987
1368,1368,90733,2022,D,17000,33.7866,-118.2987
1369,1369,90733,2023,A,3000,33.7866,-118.2987
1370,1370,90734,2020,C,19000,33.7866,-118.2987
1371,1371,90734,2021,A,400,33.7866,-118.2987
1372,1372,90734,2021,C,2000,33.7866,-118.2987
1373,1373,90734,2022,A,2000,33.7866,-118.2987
1374,1374,90734,2022,D,17000,33.7866,-118.2987
1375,1375,90734,2023,A,800,33.7866,-118.2987
1376,1376,90744,2020,A,1867497,33.7855,-118.2645
1377,1377,90744,2020,B,1768448,33.7855,-118.2645
1378,1378,90744,2020,C,1514641,33.7855,-118.2645
1379,1379,90744,2020,D,1757080,33.7855,-118.2645
1380,1380,90744,2021,A,1596449,33.7855,-118.2645
1381,1381,90744,2021,B,1824232,33.7855,-118.2645
1382,1382,90744,2021,C,1986462,33.7855,-118.2645
1383,1383,90744,2021,D,1499344,33.7855,-118.2645
1384,1384,90744,2022,A,1610966,33.7855,-118.2645
1385,1385,90744,2022,B,1614132,33.7855,-118.2645
1386,1386,90744,2022,C,1673354,33.7855,-118.2645
1387,1387,90744,2022,D,1276226,33.7855,-118.2645
1388,1388,90744,2023,A,949755,33.7855,-118.2645
1389,1389,90745,2020,A,310961,33.823,-118.2684
1390,1390,90745,2020,B,365360,33.823,-118.2684
1391,1391,90745,2020,C,226081,33.823,-118.2684
1392,1392,90745,2020,D,319000,33.823,-118.2684
1393,1393,90745,2021,A,322763,33.823,-118.2684
1394,1394,90745,2021,B,342121,33.823,-118.2684
1395,1395,90745,2021,C,365521,33.823,-118.2684
1396,1396,90745,2021,D,373851,33.823,-118.2684
1397,1397,90745,2022,A,377615,33.823,-118.2684
1398,1398,90745,2022,B,606450,33.823,-118.2684
1399,1399,90745,2022,C,383719,33.823,-118.2684
1400,1400,90745,2022,D,414369,33.823,-118.2684
1401,1401,90745,2023,A,211255,33.823,-118.2684
1402,1402,90810,2020,A,160200,33.8193,-118.2325
1403,1403,90810,2020,B,74800,33.8193,-118.2325
1404,1404,90810,2020,C,108750,33.8193,-118.2325
1405,1405,90810,2020,D,59040,33.8193,-118.2325
1406,1406,90810,2021,A,65202,33.8193,-118.2325
1407,1407,90810,2021,B,61680,33.8193,-118.2325
1408,1408,90810,2021,C,139841,33.8193,-118.2325
1409,1409,90810,2021,D,85401,33.8193,-118.2325
1410,1410,90810,2022,A,116480,33.8193,-118.2325
1411,1411,90810,2022,B,27320,33.8193,-118.2325
1412,1412,90810,2022,C,110920,33.8193,-118.2325
1413,1413,90810,2022,D,203080,33.8193,-118.2325
1414,1414,90810,2023,A,39801,33.8193,-118.2325
1415,1415,90813,2020,A,17000,33.782,-118.1835
1416,1416,90813,2020,B,1200,33.782,-118.1835
1417,1417,90831,2021,A,15000,33.7678,-118.1994
1418,1418,91030,2020,A,6440,34.1109,-118.1547
1419,1419,91030,2020,B,20161,34.1109,-118.1547
1420,1420,91030,2020,C,4000,34.1109,-118.1547
1421,1421,91030,2020,D,3000,34.1109,-118.1547
1422,1422,91030,2021,A,2000,34.1109,-118.1547
1423,1423,91030,2021,B,401,34.1109,-118.1547
1424,1424,91030,2021,C,1800,34.1109,-118.1547
1425,1425,91030,2021,D,2000,34.1109,-118.1547
1426,1426,91030,2022,A,4000,34.1109,-118.1547
1427,1427,91030,2022,B,2002,34.1109,-118.1547
1428,1428,91030,2022,D,800,34.1109,-118.1547
1429,1429,91030,2023,A,6000,34.1109,-118.1547
1430,1430,91040,2020,A,581300,34.2618,-118.3371
1431,1431,91040,2020,B,627788,34.2618,-118.3371
1432,1432,91040,2020,C,238206,34.2618,-118.3371
1433,1433,91040,2020,D,296380,34.2618,-118.3371
1434,1434,91040,2021,A,408402,34.2618,-118.3371
1435,1435,91040,2021,B,337641,34.2618,-118.3371
1436,1436,91040,2021,C,384656,34.2618,-118.3371
1437,1437,91040,2021,D,735479,34.2618,-118.3371
1438,1438,91040,2022,A,475584,34.2618,-118.3371
1439,1439,91040,2022,B,536433,34.2618,-118.3371
1440,1440,91040,2022,C,466191,34.2618,-118.3371
1441,1441,91040,2022,D,546079,34.2618,-118.3371
1442,1442,91040,2023,A,450810,34.2618,-118.3371
1443,1443,91042,2020,A,489702,34.2544,-118.2849
1444,1444,91042,2020,B,709094,34.2544,-118.2849
1445,1445,91042,2020,C,486469,34.2544,-118.2849
1446,1446,91042,2020,D,536516,34.2544,-118.2849
1447,1447,91042,2021,A,567449,34.2544,-118.2849
1448,1448,91042,2021,B,414171,34.2544,-118.2849
1449,1449,91042,2021,C,538578,34.2544,-118.2849
1450,1450,91042,2021,D,749484,34.2544,-118.2849
1451,1451,91042,2022,A,535428,34.2544,-118.2849
1452,1452,91042,2022,B,528838,34.2544,-118.2849
1453,1453,91042,2022,C,578960,34.2544,-118.2849
1454,1454,91042,2022,D,579842,34.2544,-118.2849
1455,1455,91042,2023,A,383435,34.2544,-118.2849
1456,1456,91102,2020,A,2000,34.1478,-118.1445
1457,1457,91105,2020,A,2040,34.1355,-118.1636
1458,1458,91105,2020,B,800,34.1355,-118.1636
1459,1459,91105,2021,B,17000,34.1355,-118.1636
1460,1460,91105,2021,C,17000,34.1355,-118.1636
1461,1461,91105,2021,D,4000,34.1355,-118.1636
1462,1462,91105,2022,D,80,34.1355,-118.1636
1463,1463,91105,2023,A,1200,34.1355,-118.1636
1464,1464,91201,2020,A,23000,34.1716,-118.2899
1465,1465,91201,2020,B,11600,34.1716,-118.2899
1466,1466,91201,2020,C,5801,34.1716,-118.2899
1467,1467,91201,2020,D,8400,34.1716,-118.2899
1468,1468,91201,2021,A,8800,34.1716,-118.2899
1469,1469,91201,2021,B,14600,34.1716,-118.2899
1470,1470,91201,2021,C,45200,34.1716,-118.2899
1471,1471,91201,2021,D,5600,34.1716,-118.2899
1472,1472,91201,2022,A,7002,34.1716,-118.2899
1473,1473,91201,2022,B,25800,34.1716,-118.2899
1474,1474,91201,2022,C,43200,34.1716,-118.2899
1475,1475,91201,2022,D,55684,34.1716,-118.2899
1476,1476,91201,2023,A,29481,34.1716,-118.2899
1477,1477,91203,2021,A,2000,34.1517,-118.2636
1478,1478,91203,2021,C,1200,34.1517,-118.2636
1479,1479,91203,2022,A,400,34.1517,-118.2636
1480,1480,91203,2022,B,30000,34.1517,-118.2636
1481,1481,91203,2022,C,2000,34.1517,-118.2636
1482,1482,91203,2022,D,1201,34.1517,-118.2636
1483,1483,91204,2020,A,11051,34.1379,-118.2599
1484,1484,91204,2020,B,6400,34.1379,-118.2599
1485,1485,91204,2020,C,23600,34.1379,-118.2599
1486,1486,91204,2020,D,51680,34.1379,-118.2599
1487,1487,91204,2021,A,22200,34.1379,-118.2599
1488,1488,91204,2021,B,12001,34.1379,-118.2599
1489,1489,91204,2021,C,106240,34.1379,-118.2599
1490,1490,91204,2021,D,18600,34.1379,-118.2599
1491,1491,91204,2022,A,42600,34.1379,-118.2599
1492,1492,91204,2022,B,36201,34.1379,-118.2599
1493,1493,91204,2022,C,30600,34.1379,-118.2599
1494,1494,91204,2022,D,24000,34.1379,-118.2599
1495,1495,91204,2023,A,37800,34.1379,-118.2599
1496,1496,91205,2020,A,17801,34.1378,-118.2425
1497,1497,91205,2020,B,21400,34.1378,-118.2425
1498,1498,91205,2020,C,4010,34.1378,-118.2425
1499,1499,91205,2020,D,8810,34.1378,-118.2425
1500,1500,91205,2021,A,36880,34.1378,-118.2425
1501,1501,91205,2021,B,20200,34.1378,-118.2425
1502,1502,91205,2021,C,3600,34.1378,-118.2425
1503,1503,91205,2021,D,2122,34.1378,-118.2425
1504,1504,91205,2022,A,10800,34.1378,-118.2425
1505,1505,91205,2022,B,37002,34.1378,-118.2425
1506,1506,91205,2022,C,19882,34.1378,-118.2425
1507,1507,91205,2022,D,6600,34.1378,-118.2425
1508,1508,91205,2023,A,35000,34.1378,-118.2425
1509,1509,91206,2020,A,16600,34.1556,-118.2322
1510,1510,91206,2020,B,8000,34.1556,-118.2322
1511,1511,91206,2020,C,31352,34.1556,-118.2322
1512,1512,91206,2020,D,50380,34.1556,-118.2322
1513,1513,91206,2021,A,71801,34.1556,-118.2322
1514,1514,91206,2021,B,33450,34.1556,-118.2322
1515,1515,91206,2021,C,32941,34.1556,-118.2322
1516,1516,91206,2021,D,96950,34.1556,-118.2322
1517,1517,91206,2022,A,25531,34.1556,-118.2322
1518,1518,91206,2022,B,32810,34.1556,-118.2322
1519,1519,91206,2022,C,57403,34.1556,-118.2322
1520,1520,91206,2022,D,15932,34.1556,-118.2322
1521,1521,91206,2023,A,6601,34.1556,-118.2322
1522,1522,91210,2021,C,600,34.1425,-118.2551
1523,1523,91214,2020,A,32800,34.2316,-118.2457
1524,1524,91214,2020,B,19000,34.2316,-118.2457
1525,1525,91214,2020,D,1,34.2316,-118.2457
1526,1526,91214,2021,A,4000,34.2316,-118.2457
1527,1527,91214,2021,B,1200,34.2316,-118.2457
1528,1528,91214,2021,C,5202,34.2316,-118.2457
1529,1529,91214,2021,D,2800,34.2316,-118.2457
1530,1530,91214,2022,A,2400,34.2316,-118.2457
1531,1531,91214,2022,C,2000,34.2316,-118.2457
1532,1532,91214,2023,A,2000,34.2316,-118.2457
1533,1533,91302,2021,C,400,34.1419,-118.6641
1534,1534,91303,2020,A,1406849,34.1993,-118.5983
1535,1535,91303,2020,B,1479748,34.1993,-118.5983
1536,1536,91303,2020,C,1275142,34.1993,-118.5983
1537,1537,91303,2020,D,784343,34.1993,-118.5983
1538,1538,91303,2021,A,1054811,34.1993,-118.5983
1539,1539,91303,2021,B,1626064,34.1993,-118.5983
1540,1540,91303,2021,C,1625844,34.1993,-118.5983
1541,1541,91303,2021,D,1518385,34.1993,-118.5983
1542,1542,91303,2022,A,1547942,34.1993,-118.5983
1543,1543,91303,2022,B,1548287,34.1993,-118.5983
1544,1544,91303,2022,C,1737892,34.1993,-118.5983
1545,1545,91303,2022,D,1822818,34.1993,-118.5983
1546,1546,91303,2023,A,1006980,34.1993,-118.5983
1547,1547,91304,2020,A,847128,34.2197,-118.6111
1548,1548,91304,2020,B,749266,34.2197,-118.6111
1549,1549,91304,2020,C,505692,34.2197,-118.6111
1550,1550,91304,2020,D,533051,34.2197,-118.6111
1551,1551,91304,2021,A,635718,34.2197,-118.6111
1552,1552,91304,2021,B,810586,34.2197,-118.6111
1553,1553,91304,2021,C,637914,34.2197,-118.6111
1554,1554,91304,2021,D,871203,34.2197,-118.6111
1555,1555,91304,2022,A,929447,34.2197,-118.6111
1556,1556,91304,2022,B,1018710,34.2197,-118.6111
1557,1557,91304,2022,C,708553,34.2197,-118.6111
1558,1558,91304,2022,D,792084,34.2197,-118.6111
1559,1559,91304,2023,A,533116,34.2197,-118.6111
1560,1560,91306,2020,A,934173,34.2092,-118.5749
1561,1561,91306,2020,B,1393941,34.2092,-118.5749
1562,1562,91306,2020,C,606515,34.2092,-118.5749
1563,1563,91306,2020,D,585518,34.2092,-118.5749
1564,1564,91306,2021,A,838341,34.2092,-118.5749
1565,1565,91306,2021,B,1252262,34.2092,-118.5749
1566,1566,91306,2021,C,1177744,34.2092,-118.5749
1567,1567,91306,2021,D,1383737,34.2092,-118.5749
1568,1568,91306,2022,A,1060158,34.2092,-118.5749
1569,1569,91306,2022,B,1208452,34.2092,-118.5749
1570,1570,91306,2022,C,1116730,34.2092,-118.5749
1571,1571,91306,2022,D,1040076,34.2092,-118.5749
1572,1572,91306,2023,A,685308,34.2092,-118.5749
1573,1573,91307,2020,A,482330,34.1963,-118.6389
1574,1574,91307,2020,B,323336,34.1963,-118.6389
1575,1575,91307,2020,C,240750,34.1963,-118.6389
1576,1576,91307,2020,D,146003,34.1963,-118.6389
1577,1577,91307,2021,A,307144,34.1963,-118.6389
1578,1578,91307,2021,B,403788,34.1963,-118.6389
1579,1579,91307,2021,C,366051,34.1963,-118.6389
1580,1580,91307,2021,D,584766,34.1963,-118.6389
1581,1581,91307,2022,A,335180,34.1963,-118.6389
1582,1582,91307,2022,B,563300,34.1963,-118.6389
1583,1583,91307,2022,C,354203,34.1963,-118.6389
1584,1584,91307,2022,D,490289,34.1963,-118.6389
1585,1585,91307,2023,A,352462,34.1963,-118.6389
1586,1586,91311,2020,A,1481186,34.2583,-118.5914
1587,1587,91311,2020,B,1206938,34.2583,-118.5914
1588,1588,91311,2020,C,657623,34.2583,-118.5914
1589,1589,91311,2020,D,728266,34.2583,-118.5914
1590,1590,91311,2021,A,985539,34.2583,-118.5914
1591,1591,91311,2021,B,959650,34.2583,-118.5914
1592,1592,91311,2021,C,1165036,34.2583,-118.5914
1593,1593,91311,2021,D,1492041,34.2583,-118.5914
1594,1594,91311,2022,A,1222639,34.2583,-118.5914
1595,1595,91311,2022,B,1306565,34.2583,-118.5914
1596,1596,91311,2022,C,1551857,34.2583,-118.5914
1597,1597,91311,2022,D,1442021,34.2583,-118.5914
1598,1598,91311,2023,A,1060216,34.2583,-118.5914
1599,1599,91316,2020,A,926565,34.1655,-118.5175
1600,1600,91316,2020,B,824566,34.1655,-118.5175
1601,1601,91316,2020,C,869449,34.1655,-118.5175
1602,1602,91316,2020,D,883770,34.1655,-118.5175
1603,1603,91316,2021,A,704884,34.1655,-118.5175
1604,1604,91316,2021,B,819714,34.1655,-118.5175
1605,1605,91316,2021,C,1082691,34.1655,-118.5175
1606,1606,91316,2021,D,1025748,34.1655,-118.5175
1607,1607,91316,2022,A,1037270,34.1655,-118.5175
1608,1608,91316,2022,B,1076178,34.1655,-118.5175
1609,1609,91316,2022,C,869004,34.1655,-118.5175
1610,1610,91316,2022,D,1184208,34.1655,-118.5175
1611,1611,91316,2023,A,914811,34.1655,-118.5175
1612,1612,91324,2020,A,994960,34.2367,-118.5466
1613,1613,91324,2020,B,917780,34.2367,-118.5466
1614,1614,91324,2020,C,688488,34.2367,-118.5466
1615,1615,91324,2020,D,746882,34.2367,-118.5466
1616,1616,91324,2021,A,1118274,34.2367,-118.5466
1617,1617,91324,2021,B,1001991,34.2367,-118.5466
1618,1618,91324,2021,C,1438952,34.2367,-118.5466
1619,1619,91324,2021,D,1213919,34.2367,-118.5466
1620,1620,91324,2022,A,1159300,34.2367,-118.5466
1621,1621,91324,2022,B,1251333,34.2367,-118.5466
1622,1622,91324,2022,C,1160747,34.2367,-118.5466
1623,1623,91324,2022,D,1022943,34.2367,-118.5466
1624,1624,91324,2023,A,1151141,34.2367,-118.5466
1625,1625,91325,2020,A,644649,34.2353,-118.5188
1626,1626,91325,2020,B,702442,34.2353,-118.5188
1627,1627,91325,2020,C,613497,34.2353,-118.5188
1628,1628,91325,2020,D,590351,34.2353,-118.5188
1629,1629,91325,2021,A,791722,34.2353,-118.5188
1630,1630,91325,2021,B,772417,34.2353,-118.5188
1631,1631,91325,2021,C,715071,34.2353,-118.5188
1632,1632,91325,2021,D,811062,34.2353,-118.5188
1633,1633,91325,2022,A,851053,34.2353,-118.5188
1634,1634,91325,2022,B,839781,34.2353,-118.5188
1635,1635,91325,2022,C,854722,34.2353,-118.5188
1636,1636,91325,2022,D,801428,34.2353,-118.5188
1637,1637,91325,2023,A,691420,34.2353,-118.5188
1638,1638,91326,2020,A,517848,34.2619,-118.582
1639,1639,91326,2020,B,369673,34.2619,-118.582
1640,1640,91326,2020,C,169618,34.2619,-118.582
1641,1641,91326,2020,D,256539,34.2619,-118.582
1642,1642,91326,2021,A,412953,34.2619,-118.582
1643,1643,91326,2021,B,304908,34.2619,-118.582
1644,1644,91326,2021,C,393314,34.2619,-118.582
1645,1645,91326,2021,D,412751,34.2619,-118.582
1646,1646,91326,2022,A,446759,34.2619,-118.582
1647,1647,91326,2022,B,546325,34.2619,-118.582
1648,1648,91326,2022,C,494588,34.2619,-118.582
1649,1649,91326,2022,D,710096,34.2619,-118.582
1650,1650,91326,2023,A,397028,34.2619,-118.582
1651,1651,91328,2020,A,277129,34.2283,-118.5368
1652,1652,91328,2020,B,298980,34.2283,-118.5368
1653,1653,91328,2020,C,326367,34.2283,-118.5368
1654,1654,91328,2020,D,356951,34.2283,-118.5368
1655,1655,91328,2021,A,336182,34.2283,-118.5368
1656,1656,91328,2021,B,443961,34.2283,-118.5368
1657,1657,91328,2021,C,537722,34.2283,-118.5368
1658,1658,91328,2021,D,487964,34.2283,-118.5368
1659,1659,91328,2022,A,514471,34.2283,-118.5368
1660,1660,91328,2022,B,318853,34.2283,-118.5368
1661,1661,91328,2022,C,445266,34.2283,-118.5368
1662,1662,91328,2022,D,453266,34.2283,-118.5368
1663,1663,91328,2023,A,333374,34.2283,-118.5368
1664,1664,91330,2020,A,192468,34.2283,-118.5368
1665,1665,91330,2020,B,141854,34.2283,-118.5368
1666,1666,91330,2020,C,101337,34.2283,-118.5368
1667,1667,91330,2020,D,66604,34.2283,-118.5368
1668,1668,91330,2021,A,74160,34.2283,-118.5368
1669,1669,91330,2021,B,102286,34.2283,-118.5368
1670,1670,91330,2021,C,201486,34.2283,-118.5368
1671,1671,91330,2021,D,174444,34.2283,-118.5368
1672,1672,91330,2022,A,230420,34.2283,-118.5368
1673,1673,91330,2022,B,191697,34.2283,-118.5368
1674,1674,91330,2022,C,134556,34.2283,-118.5368
1675,1675,91330,2022,D,111366,34.2283,-118.5368
1676,1676,91330,2023,A,136216,34.2283,-118.5368
1677,1677,91331,2020,A,2181949,34.2556,-118.4208
1678,1678,91331,2020,B,2260075,34.2556,-118.4208
1679,1679,91331,2020,C,1232824,34.2556,-118.4208
1680,1680,91331,2020,D,1289888,34.2556,-118.4208
1681,1681,91331,2021,A,1817162,34.2556,-118.4208
1682,1682,91331,2021,B,1637329,34.2556,-118.4208
1683,1683,91331,2021,C,2159635,34.2556,-118.4208
1684,1684,91331,2021,D,1863112,34.2556,-118.4208
1685,1685,91331,2022,A,2143615,34.2556,-118.4208
1686,1686,91331,2022,B,2142788,34.2556,-118.4208
1687,1687,91331,2022,C,2094164,34.2556,-118.4208
1688,1688,91331,2022,D,1813374,34.2556,-118.4208
